16

4	4	4	4	4	1	87	1	4	4	4	4	4
4	4	4	4	4	1	0	1	4	4	4	4	4
4	4	4	4	4	1	0	1	4	4	4	4	4
4	4	4	4	4	1	0	1	4	4	4	4	4
4	4	4	4	4	1	0	1	4	4	4	4	4
4	4	4	4	1	1	0	1	1	4	4	4	4
4	4	4	4	1	14	0	43	1	4	4	4	4
4	4	4	4	1	1	0	1	1	4	4	4	4
4	4	4	4	4	1	0	1	4	4	4	4	4
4	4	4	4	4	1	0	1	4	4	4	4	4
4	4	4	4	4	1	0	1	4	4	4	4	4
4	4	4	4	4	1	0	1	4	4	4	4	4
4	4	4	4	4	1	0	1	4	4	4	4	4


1	16	1	16	15	1	88	1	0	11	12	13	1
1	0	1	15	0	102	0	1	105	0	19	101	1
1	101	1	1	1	1	0	1	81	1	1	82	1
1	0	0	0	0	0	15	0	0	0	0	0	1
1	0	1	1	1	1	1	81	1	1	1	1	1
1	101	1	19	11	0	1	18	1	0	18	13	1
1	0	1	15	0	102	1	11	103	0	15	12	1
1	0	1	1	1	81	1	102	1	1	1	1	1
1	0	0	0	0	0	0	0	0	105	0	0	1
1	1	1	81	1	1	81	1	1	81	1	1	1
1	11	101	109	1	0	103	0	1	114	11	19	1
1	87	18	101	82	12	13	15	1	0	12	25	1
1	1	1	1	1	1	1	1	1	1	1	1	1


1	1	1	1	1	1	1	1	1	1	1	1	1
1	15	0	15	1	16	1	87	0	1	19	13	1
1	0	22	0	1	109	1	1	0	1	0	15	1
1	0	0	113	1	0	0	0	0	81	109	0	1
1	82	1	81	1	105	1	1	1	1	1	1	1
1	11	18	15	1	0	81	102	1	0	13	19	1
1	1	103	1	1	0	1	103	113	0	11	12	1
1	1	81	1	1	102	1	1	1	1	1	1	1
1	0	101	0	15	0	0	105	0	81	114	0	1
1	0	1	1	81	1	1	81	1	1	0	15	1
1	0	1	0	113	0	1	109	13	1	16	18	1
1	88	1	15	19	12	1	15	18	1	11	12	1
1	1	1	1	1	1	1	1	1	1	1	1	1


1	1	1	1	1	1	1	1	1	1	1	1	1
1	15	0	1	13	0	1	88	1	85	41	86	1
1	16	113	81	18	109	81	0	1	19	0	19	1
1	15	0	1	15	0	1	103	1	1	84	1	1
1	1	1	1	1	1	1	0	1	113	0	113	1
1	19	15	15	0	103	105	0	82	0	105	44	1
1	1	1	81	1	81	1	1	1	1	1	1	1
1	18	0	109	1	109	1	13	1	19	23	19	1
1	15	11	0	1	0	1	12	1	1	84	1	1
1	1	1	81	1	0	1	11	1	114	0	114	1
1	13	19	114	1	113	1	81	1	1	82	1	1
1	12	11	0	1	0	0	0	109	0	18	87	1
1	1	1	1	1	1	1	1	1	1	1	1	1


1	1	1	1	1	1	1	1	1	1	1	1	1
1	0	0	0	1	12	0	18	1	0	13	16	1
1	0	17	0	1	0	105	0	81	109	0	18	1
1	0	0	0	1	1	81	1	1	1	1	1	1
1	1	121	1	1	15	0	1	0	15	11	19	1
1	0	0	0	113	0	15	1	105	0	0	0	1
1	114	1	1	1	1	1	1	81	1	1	81	1
1	0	0	113	0	0	0	0	114	1	0	109	1
1	1	81	1	1	1	1	1	0	1	18	0	1
1	0	0	114	0	11	18	1	109	1	13	15	1
1	81	1	1	1	1	1	1	82	1	1	1	1
1	114	0	12	19	1	87	0	18	0	0	88	1
1	1	1	1	1	1	1	1	1	1	1	1	1



1	1	1	1	1	1	1	1	1	1	1	1	1
1	11	11	11	0	1	87	1	0	12	12	12	1
1	18	18	18	0	81	0	81	0	19	19	19	1
1	1	1	1	1	1	84	1	1	1	1	1	1
1	11	18	109	1	114	115	114	1	109	19	12	1
1	1	1	81	1	18	114	19	1	81	1	1	1
1	0	105	0	1	1	82	1	1	0	105	0	1
1	0	1	15	1	113	121	113	1	15	1	0	1
1	114	1	1	1	11	113	12	1	1	1	114	1
1	0	0	113	1	1	83	1	1	113	0	0	1
1	1	1	81	1	15	0	15	1	81	1	1	1
1	0	0	0	0	0	88	0	0	0	0	0	0
1	1	1	1	1	1	1	1	1	1	1	1	1


6	6	6	6	6	6	6	6	6	6	6	6	6
6	0	27	0	6	0	88	6	13	15	6	19	6
6	120	0	117	6	15	6	6	0	18	82	18	6
6	110	6	82	6	15	0	81	121	0	6	19	6
6	0	0	106	0	16	6	6	6	6	6	6	6
6	6	6	81	6	0	18	0	6	0	19	13	6
6	18	0	110	6	6	6	106	82	0	11	12	6
6	15	11	0	6	121	0	13	6	0	106	0	6
6	6	6	6	6	0	6	45	6	6	81	6	6
6	13	18	0	115	0	6	6	6	0	0	0	6
6	12	19	0	6	106	0	19	81	121	15	15	6
6	87	0	0	81	0	11	13	6	0	15	15	6
6	6	6	6	6	6	6	6	6	6	6	6	6


6	6	6	6	6	6	6	6	6	6	6	6	6
6	26	20	6	0	115	0	0	117	0	13	19	6
6	6	117	82	0	6	6	6	6	6	6	11	6
6	12	13	6	121	6	0	11	87	6	115	0	6
6	11	6	6	0	6	120	6	6	6	81	6	6
6	120	81	0	0	12	0	82	0	0	0	0	6
6	0	6	6	6	6	6	6	19	6	6	82	6
6	0	110	81	0	115	0	0	18	6	13	12	6
6	18	0	6	0	6	0	6	6	6	117	6	6
6	18	0	82	0	6	15	6	119	18	20	11	6
6	6	6	6	106	6	0	6	81	6	6	6	6
6	88	0	16	0	6	0	106	0	81	110	16	6
6	6	6	6	6	6	6	6	6	6	6	6	6


6	6	6	6	6	6	6	6	6	6	6	6	6
6	11	20	6	0	18	0	15	6	0	115	0	6
6	12	0	6	120	6	13	6	6	0	6	15	6
6	0	122	81	0	6	0	6	88	0	6	0	6
6	6	6	6	0	6	120	6	6	6	6	106	6
6	0	122	81	0	6	11	0	119	81	0	0	6
6	12	0	6	6	6	6	106	6	6	82	6	6
6	11	20	6	87	119	0	0	6	118	0	118	6
6	6	6	6	6	6	117	6	6	6	84	6	6
6	11	0	6	15	15	0	0	6	18	19	20	6
6	16	110	81	0	6	6	81	6	11	12	13	6
6	12	0	6	18	6	18	19	6	11	12	13	6
6	6	6	6	6	6	6	6	6	6	6	6	6


6	6	6	6	6	6	6	6	6	6	6	6	6
6	18	6	119	6	19	18	13	12	11	6	20	6
6	19	84	0	6	6	6	6	6	82	6	81	6
6	20	6	119	81	0	0	11	15	0	110	0	6
6	6	6	6	6	82	6	6	6	6	81	6	6
6	18	18	15	106	0	0	119	0	6	0	15	6
6	6	6	6	0	6	6	6	0	6	6	0	6
6	15	117	81	88	81	0	6	120	0	18	0	6
6	15	0	6	0	6	106	6	6	6	6	19	6
6	81	6	6	122	6	0	110	0	11	12	0	6
6	118	0	6	0	6	6	6	81	6	82	6	6
6	15	21	6	12	20	87	6	122	13	120	17	6
6	6	6	6	6	6	6	6	6	6	6	6	6


6	6	6	6	6	6	6	6	6	6	6	6	6
6	11	11	11	6	6	87	6	6	12	12	12	6
6	18	18	18	15	0	0	0	15	19	19	19	6
6	6	6	6	6	6	84	6	6	6	6	6	6
6	4	4	6	0	0	0	0	0	6	4	4	6
6	4	4	6	0	0	0	0	0	6	4	4	6
6	4	4	6	0	0	108	0	0	6	4	4	6
6	4	4	6	0	0	0	0	0	6	4	4	6
6	4	4	6	0	0	0	0	0	6	4	4	6
6	4	4	6	6	6	83	6	6	6	4	4	6
6	4	4	4	4	6	0	6	4	4	4	4	6
6	4	4	4	4	6	88	6	4	4	4	4	6
6	6	6	6	6	6	6	6	6	6	6	6	6


3	3	3	3	3	3	3	3	3	3	3	3	3
3	0	12	11	0	3	88	0	122	0	16	0	3
3	124	18	19	118	3	0	3	3	3	3	81	3
3	81	3	3	82	3	15	3	11	15	0	125	3
3	0	19	0	110	0	0	3	20	12	16	0	3
3	3	3	81	3	3	46	3	3	3	3	3	3
3	18	3	0	0	3	3	3	0	0	116	0	3
3	122	81	110	110	82	118	15	13	0	3	20	3
3	13	3	0	0	3	0	3	3	3	3	13	3
3	82	3	3	81	3	11	12	19	0	3	12	3
3	0	18	0	116	3	3	3	3	81	3	11	3
3	87	3	15	0	81	0	16	0	107	0	0	3
3	3	3	3	3	3	3	3	3	3	3	3	3


3	3	3	3	3	3	3	3	3	3	3	3	3
3	87	3	0	11	15	15	3	3	85	42	86	3
3	123	3	116	0	18	0	82	82	11	20	12	3
3	81	3	81	3	3	3	3	3	3	84	3	3
3	0	15	0	3	0	0	118	82	116	19	116	3
3	3	81	3	3	19	3	11	3	3	84	3	3
3	18	0	19	3	0	3	12	81	107	20	107	3
3	0	13	0	81	124	3	13	3	3	84	3	3
3	11	0	118	3	3	3	3	3	122	18	122	3
3	116	3	82	3	0	0	0	81	0	16	0	3
3	0	12	0	81	124	15	13	3	81	3	3	3
3	88	0	15	3	0	15	19	3	116	11	12	3
3	3	3	3	3	3	3	3	3	3	3	3	3


3	3	3	3	3	3	3	3	3	3	3	3	3
3	88	0	15	3	125	0	127	3	12	18	11	3
3	3	0	15	3	81	3	0	84	21	17	19	3
3	0	21	3	3	125	3	127	3	11	20	12	3
3	107	3	3	82	0	82	0	3	3	3	3	3
3	0	0	0	104	3	3	3	3	0	0	0	3
3	81	3	3	0	11	13	19	0	123	3	12	3
3	116	20	3	3	3	3	3	3	3	3	20	3
3	0	11	3	12	11	3	15	15	15	0	0	3
3	81	3	3	16	15	3	3	3	81	3	3	3
3	124	20	3	19	0	3	18	3	104	0	15	3
3	87	12	3	0	123	82	18	81	0	13	16	3
3	3	3	3	3	3	3	3	3	3	3	3	3


3	3	3	3	3	3	3	3	3	3	3	3	3
3	18	0	107	0	81	87	12	3	0	13	19	3
3	0	15	3	127	3	11	0	81	104	0	15	3
3	82	3	3	124	3	3	3	3	3	3	81	3
3	15	3	3	81	3	11	18	3	127	15	124	3
3	116	81	104	18	3	12	19	84	12	0	0	3
3	116	3	15	13	3	11	18	3	127	15	123	3
3	0	3	3	3	3	3	3	3	3	3	81	3
3	19	13	0	82	0	11	12	13	19	3	0	3
3	3	3	81	3	3	81	3	3	125	0	0	3
3	0	0	116	3	0	104	0	3	3	3	81	3
3	88	15	0	3	19	15	18	3	18	13	123	3
3	3	3	3	3	3	3	3	3	3	3	3	3


3	3	3	3	3	3	3	3	3	3	3	3	3
3	0	0	0	0	0	88	0	0	0	0	0	3
3	3	3	3	3	3	83	3	3	3	3	3	3
3	13	15	0	104	3	127	3	104	0	15	13	3
